year	language	sent_num	source	reference	hypothesis	z-DAscore
15	de-en	68	"""In Maryland geschieht Folgendes: ein großer Teil der Immobilien, insbesondere im Steuergebiet um D.C., ist entweder im Besitz der Regierung oder von Non-Profit-Organisationen, die keine Immobiliensteuern bezahlen,"" sagte Douglas Lindholm, Geschäftsführer des Center on State Taxation."	"""What's happening in Maryland is that so much of their property, especially the tax base surrounding the D.C. area, is owned either by the government or by nonprofits, which don't pay property taxes,"" said Douglas Lindholm, executive director of the Center on State Taxation."	"""The following occurs in Maryland: a large part of real estate, particularly in the tax area to DC, is either owned by the government or by non-profit organizations that pay no property taxes,"" said Douglas Lindholm, Managing Director of the Center on State Taxation."	0.36038191530228
15	de-en	152	"""Nach dem Tod meines Freundes Richard Dimbath haben wir die Vereinsaktivitäten aus Respekt zunächst ruhen lassen"". Diese ""Denkphase"" sei nötig gewesen, um ""zu überlegen, wie es weitergehen könnte""."	"""After the death of my friend, Richard Dimbath, we adjourned the club's activities initially out of respect"". This ""period of thought"" has been necessary to ""think about how it can proceed""."	"""After death of my friend Richard Dimbath we have rest let"" the society activities out of respect first of all. This phase"" ""think had been necessary go on could"" in order ""to consider, how it."	-0.61004790278995
15	de-en	181	"""Nach dem Tod meines Freundes Richard Dimbath haben wir die Vereinsaktivitäten aus Respekt zunächst ruhen lassen"". Diese ""Denkphase"" sei nötig gewesen, um ""zu überlegen, wie es weitergehen könnte""."	"""After the death of my friend, Richard Dimbath, we adjourned the club's activities initially out of respect"". This ""period of thought"" has been necessary to ""think about how it can proceed""."	"""After the death of my friend Richard Dimbath we made the association activities out of respect rest first of all"". This ""thinking-phase"" was necessary in order to ""consider how it could go on""."	-0.0674555924650407
15	cs-en	243	"""Nechám si ještě jeden zápas, jak jsem o tom mluvil minulý týden, ale jsem už daleko optimističtější,"" potvrdil Lébr, že navzdory tomu, že Sigma nevyhrála, jej hráči zlepšeným výkonem přesvědčili."	"""I will keep one more game, as I spoke about last week, but I'm already much more optimistic,"" Lébra confirmed, explained that although Sigma had not won, the players convinced him with their improved performance."	"""I'll take one more match, as I talked about it last week, but I'm far more optimistic,"" said Sarah L, that despite the fact that Sigma didn't win, convince him the players improved performance."	0.231743218869448
15	fi-en	399	"""Sanoin pelin jälkeen tietyille pelaajille, että jos tulet treeneihin ja peleihin pitämään hauskaa ja luulet olevasi veikkausliigapelaaja, eikä tarvitse tehdä töitä, niin olet varmaan väärässä joukkueessa"", Kuqi sanoi."	“I told certain players after the match that if you come to the training sessions and matches to have fun, and you think you are a Veikkausliiga player and thus you don’t need to work, you must be in a wrong team,” Kuqi said.	"""I said after the game to certain players that if you treeni and games to keep the fun and probably discover yourself to be the pools league players, and do not need to work on, then you're probably in the wrong team,"" Kuqi said."	-0.223400214714337
15	de-en	167	"""Sie trafen die Entscheidung, sich für das Frauenwahlrecht einzusetzen, und das Wahlrecht für Schwarze sollte später kommen,"" sagte Hattery."	"""They made the decision to put their eggs in the basket for votes for women and votes for Blacks would come later,"" said Hattery."	"""They took the decision to campaign for women's suffrage and the right to vote for blacks should come later,"" said Hattery."	0.279575014553506
15	de-en	70	"""Sorry, aber für zwölf Euro hat man einfach mehr erwartet"", äußert sich Melanie Meier auf der Veranstaltungsseite."	"""Sorry, but for twelve euros, I really expected more"", Melanie Meier commented on the event's page."	"""Sorry, but for twelve Euro has one simply more expects"", expresses itself Melanie Meier on the organization side."	-0.190070906563248
15	de-en	188	"""The Expendables 3"" von Sylvester Stallone spielte weniger als 30 Millionen Dollar seines 90 Millionen Dollar Budgets in den USA ein, während ""Sin City: A Dame to Kill For"" lediglich 12 Millionen Dollar seines Budgets von 70 Millionen Dollar einspielte."	Sylvester Stallone's The Expendables 3 has made back less than $30 million of its $90 million budget in the US, while Sin City: A Dame to Kill For has made back only $12 million of its $70 million budget.	"""The Expendables 3"" of New Year ""s Eve Stallone played less than 30 million dollars of its 90 million dollars of households in the US, whereas' sin City: A lady to kill For"" only 12 million dollars of its budget of $70 million played."	-0.617647055534909
15	de-en	127	"""Um es ganz klar zu sagen: Sie steht im Koalitionsvertrag, und sie wird kommen"", sagte die Parteichefin am Montag nach Sitzungen der CDU-Spitzengremien in Berlin."	"""Let's be crystal clear: They are mentioned in the coalition agreement, and we will have them"", the party leader said on Monday following a CDU party conference with top committees in Berlin."	"""To put it bluntly, it is in the coalition agreement, and it will come,"" said the party leader on Monday after meetings of the CDU's top bodies in Berlin."	0.0322334024503192
15	de-en	408	"""Und dein Dickkopf ist genau der Grund, warum ich mich pervers zu dir hingezogen fühle,"" sagte sie ..."	"""And your thick head's the very reason I'm perversely attracted to you,"" she said..."	"""And your thick head is precisely the reason why I am perverse feel attracted to you,"" she said."	0.134827305630302
15	cs-en	339	"""Uvědomovali jsme si varování pana Lébra, takže nemůže být řeč o tom, že by kluci nechtěli bojovat,"" všiml si Kalvoda a na adresu spícího střelce Vašíčka dodal: ""Věřím, že to přijde a až dá gól, tak mu to tam začne padat."	"""We realized Mr. Lébra's warning, so there can be no talk about the guys not wanting to fight,"" Kalvoda noted, addressing top shooter Vašíček, and he added, ""I am confident that the moment will come, and as soon as he shoots a goal, it will start hitting the target."	"""We are aware of Mr Lébra's warning, so it can't be a speech about that guys didn't want to fight,"" he noticed Kalvoda and the address of the sleeping shooter Vašíčka said: ""I believe it comes in and gives up a goal, so he starts to fall."	-0.404126278317011
15	de-en	421	"""Wenn alle Stricke reißen, bin ich immer gesprächsbereit"", erklärte der zweifache Familienvater dem Fachmagazin."	"""If we are in real big trouble, then I might consider it,"" the two-time father told the magazine."	"""If all else fails, I'm always ready,"" the family father of two told the magazine."	0.167806807424888
15	de-en	21	"""Wie kann es für Frauen sicher sein, öffentlich über eine Beziehung zu sprechen, aber nicht über Sicherheit im öffentlichen Raum?"" fragte sie."	"""How is it safe for women to speak publicly about relationships but not about safety in the public sphere?"" she asked."	"""How can it be safe for women to talk openly about a relationship, but not about safety in the public space?"" She asked."	0.568044302299634
15	de-en	217	"""Wir fühlen es, als ob es gestern gewesen wäre,"" sagt Georgij, der als Geheimdienstoffizier zum FSB gehen wollte, aber dies wegen seiner gesundheitlichen Schäden aufgrund der Belagerung nicht tun konnte."	'We feel as if it was just yesterday,' said Georgy, who wanted to train as an intelligence officer in the FSB, but was unable to because of damage to his health in the siege.	``we feel as if it was yesterday, saying, 'let's go to the FSB as Geheimdienstoffizier wanted, but because of his health damage due to the siege could do it.	-0.976490076557834
15	de-en	290	"""Wir sehen uns im Jahre 2015 wieder bei hoffentlich schönen Wetter am 30. August oder während eines anderen Wochenendes"", versprachen die Radfahrer aber trotzdem wieder ins Münsterland zurückzukommen und die Veranstalter planen einen Neuauflage."	"""We shall see each other in 2015, hopefully with nice weather, on either 30 August, or on another weekend"", the riders promised, but whatever the weather, they will return to Münsterland, and the organizers will plan a repeat."	"""We see us in 2015 again hopefully nice weather on August 30 or during a different weekend"" cyclists promised but still in the Münsterland countryside to come back and the organisers are planning a new edition."	-0.0438908497524553
15	de-en	175	"""Wir stehen kurz vor einem Punkt, an dem es kein Zurück mehr gibt,"" warnte Poroshenko."	"""We are close to the point of no return,"" Poroshenko warned."	'We are on the eve of the point of no return,' warned Poroshenko.	0.417703405227849
15	de-en	312	"""Wir wollten eine positive Reaktion zeigen"", sagte Außenverteidiger Thomas Schrammel, der mit seinem herrlichen Führungs-Volley vom Sechzehnereck in der 14. Minute die Weichen auf Sieg gestellt hat."	"""We wanted to show a positive reaction"", the defender Thomas Schrammel said, whose magnificent and skillful corner in the 14th minute set them on a winning course."	"""We wanted to show a positive response,"" said foreign defender Thomas Schrammel, with its splendid leadership-volley from Sechzehnereck has asked the course to victory in the 14th minute."	0.134718164322023
15	de-en	481	"""Zwischen 1865 und 1890 wurden mindestens 10.000 schwarze Männer gelyncht und die Begründung war fast immer die Vergewaltigung einer weißen Frau,"" sagte Hattery."	"""Between 1865 and 1890, at least 10,000 black men were lynched and the justification was almost always the rape of a white woman,"" said Hattery."	"""Between 1865 and 1890, at least 10,000 black men were lynched and the justification was almost always the rape of a white woman,"" said Hattery."	1.17848517536866
15	ru-en	219	"""А сигареты чьи?, ""Курение убивает!"", ""Какой- то сигаретный завтрак) "", ""Вроде бы на завтраке, а на столе только сигареты))) "", ""Ксения, Вы тоже курите?"", - взволновались за свою любимицу подписчики ее блога."	“But whose cigarettes are those?”, “Smoking kills!”, “Some kind of a cigarette breakfast )”, “Supposedly it’s a breakfast, but there are only cigarettes on the table )))”, “Ksenia, do you smoke too?” – her blog subscribers were all-worked up about their favourite person.	"""And cigarettes whose?, ""Smoking kills!"", ""What - that a cigarette breakfast)"", "", It seems, during a breakfast, and on a table only of a cigarette)))"", ""Ksenia, you smoke too?"", - subscribers of her blog were excited for the favourite."	-0.592337130801666
15	ru-en	188	"""Были достигнуты результаты и с ЕС - это успешные переговоры по упрощению визового режима и реадмиссии, диалоги о модернизации, - перечисляет собеседник ""Огонька"", - и с США были проведены переговоры по международной безопасности."	“Results with the EU had already been achieved: successful negotiations on simplifying the visa regime and readmission, dialogues on modernization, lists Ogonyok’s source, and negotiations on international security had been conducted with the USA.	"""and the results were achieved with the EU is successful negotiations on visa facilitation and readmission, dialogues about modernization,"" Ogonyok lists the interlocutor, ""and with the United States, the talks were held on international security."	0.0598844095000507
15	ru-en	348	"""В феминизме, я не думаю, что есть много людей, которые говорят о белом цвете коже и привилегиях на таком высоком уровне"", сказала она."	"""In feminism, I don't think you get a lot of people talking about whiteness and privilege in such a high level way,"" she said."	"""In feminism, I don't think that there are a lot of people who talk about white skin and privileges at such a high level,"" she said."	0.508756638889283
15	ru-en	23	"""Восток-Запад"" этого не отрицает: ""Например, белорусская молочная продукция с начала августа подорожала на 10-15%""."	Vostok-Zapad doesn’t disagree: “For example, Belarusian dairy products have increased in price by 10-15% since the beginning of August”.	"""East-West"" of it does not deny: ""For example, the Belarusian dairy products since the beginning of August rose in price for 10-15%""."	-0.226679798145464
15	ru-en	421	"""Город грехов-2"" - это даже не отступление, а капитуляция радикальной стилистики Миллера--Родригеса перед традицией комикса."	Sin City 2 is not just a retreat, but an utter capitulation of the radical Miller-Rodriguez stylistic addition to the comic tradition.	"""the city грехов-2"" - it's not even retreat, and the capitulation of the radical style миллера--родригеса before tradition of comic."	-1.68240957171009
15	ru-en	420	"""Дервиш"" доставил в СССР военную помощь от США и Великобритании."	The Dervish delivered military aid from the USA and Great Britain to the USSR.	"""Dervish"" delivered in the USSR military assistance from the United States and Britain."	0.192329158737635
15	ru-en	300	"""Женщина сказала мне бежать изо всех сил, но я не могла"", говорила тогда Аида."	'A woman told me to run for my life but I couldn't,' said Aida at the time.	"""The woman told me to run hard, but I could not"" Hades said then."	-0.415325449869301
15	ru-en	444	"""Лосося для ресторанов можно спокойно заменить другой рыбой лососевых пород с Дальнего Востока, - говорит владелец рыбной лавки ""Свои люди"" Филипп Галкин."	“Salmon for restaurants can easily be substituted with a different fish from the salmon family from the Far East, says the owner of the fish stall, Our People, Filipp Galkin.	"""Salmon for restaurants can be easily replaced by another fish salmon from the Far East, - says the owner of the fish shop"" His people ""Phillip Galkin."	0.0650074680520295
15	ru-en	453	"""Люди страдают так сильно, и им нужна помощь сегодня"", сказал Пеннинг во время второго чтения Билля о мезотелиоме в декабре прошлого года."	"""People are suffering so much, and need help today,"" said Penning during the Mesothelioma Bill's second reading in December last year."	"""People suffer so much, and they need help now,"" said Penning during the second reading of the Bill in December last year."	0.407257314100551
15	ru-en	268	"""Между 1865 и 1890 годами линчевали, по крайней мере, 10000 чернокожих мужчин, и основанием этому почти всегда служило изнасилование белой женщины"", рассказала Хэттери."	"""Between 1865 and 1890, at least 10,000 black men were lynched and the justification was almost always the rape of a white woman,"" said Hattery."	"""Between 1865 and 1890 for years, at least 10,000 black men, and the reason for this is almost always served to rape white women,"" said Khetteri."	-0.914294502613523
15	ru-en	197	"""Мне так жаль всех тех, кто страдает от этих ужасов"", сказал Дамир, который на прошлом неделе занимался волонтерской работой в женском монастыре."	'I feel so sorry for all those who suffer from these horrors,' said Damir, who was last week doing voluntary work at a nunnery.	"""I'm so sorry for all those who suffer from these horrors,"" said Damir, who last week doing volunteer work in the convent."	0.584416508156299
15	ru-en	357	"""Московским межрегиональным следственным управлением на транспорте Следственного комитета России завершено расследование уголовного дела, возбужденного по факту катастрофы воздушного судна ТУ- 204 авиакомпании ""Ред Вингз"" в аэропорту Внуково 29 декабря 2012 года, по признакам преступления, предусмотренного ч.3 ст.263 УК РФ / нарушение правил безопасности движения и эксплуатации воздушного транспорта, повлекшее по неосторожности смерть двух и более лиц/"", - говорится в сообщении ведомства."	“The Moscow Interregional Investigative Department for Transport of the Investigative Committee of Russia has completed its criminal investigation into charges initiated in relation to the crash of the Tu-204 aircraft owned by Red Wings airline company at Vnukovo Airport on December 29, 2012, for an offense under Paragraph 3, Article 263 of the Criminal Code of the Russian Federation: the violation of traffic safety rules and operation of air transport involving negligence that results in the death of two or more individuals”, the agency’s statement reads.	"""By the Moscow interregional investigative management on transport of the Investigative Committee of Russia investigation of the criminal case brought upon accident of the TU aircraft - 204 Red Wings airlines at the airport Vnukovo on December 29, 2012, on essential elements of offense, provided by the p. 3 of Art. 263 the Criminal Code of Russian Federation / violation of safety rules and operation of air transport which entailed on imprudence death of two and more persons /"" is finished, - it is said in the message of department."	0.199426057772384
15	ru-en	327	"""Мы должны немедленно начать содержательные переговоры и не только по техническим вопросам, но также по политическому устройству общества и государственном статусе юго-восточной Украины, чтобы соблюсти интересы людей, живущих там"", сказал он."	"""We must immediately commence substantive talks and not only on technical issues, but also on the political organization of society and the statehood status of southeast Ukraine in order to serve the interests of people living there,"" he said."	"""We must immediately begin substantive talks and not only technical issues but also on the political organization of society and the national status of Southeast Ukraine, in order to serve the interests of the people living there,"" he said."	0.56197615893931
15	ru-en	455	"""На то, чтобы осознать это, уходит довольно много времени"", говорит Грэм Эбботт."	"""It takes a while to sink in,"" says Graham Abbott."	"""To realize this takes quite a long time,"" said Graham Abbott."	0.304903109974638
15	ru-en	83	"""Полагаем, вскоре мы сможем увидеть соотношение доллара и российской валюты вблизи уровня 36 рублей за доллар"", - отмечает Алексей Козлов."	“We suspect that, before long, we will see a ratio between the dollar and the Russian currency closer to the level of 36 roubles to the dollar”, Aleksei Kozlov remarks.	"""believe, soon we will be able to see the ratio of the dollar and the Russian currency near the level of 36 rubles to the dollar,"" said Alexei Kozlov."	0.0247668858217954
15	ru-en	175	"""То, что Кэтрин Эштон встретилась тет-а-тет с Лукашенко, дает основания полагать, что отношения с ЕС будут размораживаться и дальше"", - сказал он ""Огоньку""."	“The fact that Catherine Ashton met face-to-face with Lukashenko gives one a basis to assume that relations with the EU will continue to thaw”, he told Ogonyok.	"""The fact that Catherine Ashton met tete-a-tete with Lukashenko, suggests that relations with the EU will be released in the future,"" he said ""the Spark""."	-0.371194618416157
15	ru-en	496	"""То, что Кэтрин Эштон встретилась тет-а-тет с Лукашенко, дает основания полагать, что отношения с ЕС будут размораживаться и дальше"", - сказал он ""Огоньку""."	“The fact that Catherine Ashton met face-to-face with Lukashenko gives one a basis to assume that relations with the EU will continue to thaw”, he told Ogonyok.	"""What Catherine Ashton met face to face with Lukashenko, gives reason to believe that the relationship with the EU will be размораживаться and beyond,"" he said ""Огоньку."""	-0.626603283826256
15	ru-en	248	"""Что происходит в Мэриленде - это то, что такая большая часть их недвижимости, особенно налоговая база вокруг Округа Колумбия, принадлежит либо правительству, либо некоммерческим организация, которые не платят налоги на недвижимость"", сказал Дуглас Линдхолм, исполнительный директор Центра по налогообложению штата."	"""What's happening in Maryland is that so much of their property, especially the tax base surrounding the D.C. area, is owned either by the government or by nonprofits, which don't pay property taxes,"" said Douglas Lindholm, executive director of the Center on State Taxation."	"""what's happening in Maryland is that such a large part of their property, especially tax base around the District of Columbia, is owned by either the government or non-profit organization, which do not pay taxes on real estate,"" said Douglas Lindkholm, executive director of the Center for state tax."	0.468439266988741
15	ru-en	79	"""Это наш долг - оставаться рядом с ним"", сказал он, вызвав аплодисменты."	"""It is our duty to remain at his sides,"" he said, to applause."	"""It is our duty to stay with him,"" he said, triggering applause."	0.745903221387278
15	ru-en	178	"""Это произошло со мной, и нельзя изменить этот факт."	'It happened to me and you can't change this fact.	"""This happened to me, and you cannot change this fact."	0.686219223972916
15	ru-en	330	"""Этот ужас возвращается к тебе каждый день, но мне бы хотелось, чтобы я смог перестать вспоминать его"", сказал он вчера."	'This horror comes back to you every day, but I wish I could stop recalling it,' he said yesterday.	“This horror returns to you each day, but it would like me I could cease to recall him”, he said yesterday.	-0.203456317850555
